cell_num,arc_id,longitude,latitude
512.0,512.0,-73.25,81.25
513.0,513.0,-72.75,81.25
514.0,514.0,-72.25,81.25
515.0,515.0,-71.75,81.25
516.0,516.0,-71.25,81.25
517.0,517.0,-70.75,81.25
518.0,518.0,-70.25,81.25
519.0,519.0,-69.75,81.25
520.0,520.0,-69.25,81.25
521.0,521.0,-68.75,81.25
522.0,522.0,-68.25,81.25
523.0,523.0,-67.75,81.25
524.0,524.0,-67.25,81.25
525.0,525.0,-66.75,81.25
526.0,526.0,-66.25,81.25
527.0,527.0,-65.75,81.25
528.0,528.0,-65.25,81.25
529.0,529.0,-64.75,81.25
530.0,530.0,-64.25,81.25
531.0,531.0,-63.75,81.25
532.0,532.0,-63.25,81.25
533.0,533.0,-62.75,81.25
534.0,534.0,-62.25,81.25
535.0,535.0,-61.75,81.25
536.0,536.0,-61.25,81.25
537.0,537.0,-60.75,81.25
538.0,538.0,-60.25,81.25
539.0,539.0,-59.75,81.25
540.0,540.0,-59.25,81.25
541.0,541.0,-58.75,81.25
542.0,542.0,-58.25,81.25
543.0,543.0,-57.75,81.25
544.0,544.0,-57.25,81.25
545.0,545.0,-56.75,81.25
546.0,546.0,-56.25,81.25
547.0,547.0,-55.75,81.25
548.0,548.0,-55.25,81.25
549.0,549.0,-54.75,81.25
550.0,550.0,-54.25,81.25
551.0,551.0,-53.75,81.25
552.0,552.0,-53.25,81.25
553.0,553.0,-52.75,81.25
554.0,554.0,-52.25,81.25
555.0,555.0,-51.75,81.25
556.0,556.0,-51.25,81.25
557.0,557.0,-50.75,81.25
558.0,558.0,-50.25,81.25
559.0,559.0,-49.75,81.25
560.0,560.0,-49.25,81.25
561.0,561.0,-48.75,81.25
562.0,562.0,-48.25,81.25
563.0,563.0,-47.75,81.25
564.0,564.0,-47.25,81.25
565.0,565.0,-46.75,81.25
566.0,566.0,-46.25,81.25
567.0,567.0,-45.75,81.25
568.0,568.0,-45.25,81.25
569.0,569.0,-44.75,81.25
570.0,570.0,-44.25,81.25
571.0,571.0,-43.75,81.25
572.0,572.0,-43.25,81.25
573.0,573.0,-42.75,81.25
574.0,574.0,-42.25,81.25
575.0,575.0,-41.75,81.25
576.0,576.0,-41.25,81.25
577.0,577.0,-40.75,81.25
578.0,578.0,-40.25,81.25
579.0,579.0,-39.75,81.25
580.0,580.0,-39.25,81.25
581.0,581.0,-38.75,81.25
582.0,582.0,-38.25,81.25
583.0,583.0,-37.75,81.25
584.0,584.0,-37.25,81.25
585.0,585.0,-36.75,81.25
586.0,586.0,-36.25,81.25
587.0,587.0,-35.75,81.25
588.0,588.0,-35.25,81.25
589.0,589.0,-34.75,81.25
590.0,590.0,-34.25,81.25
591.0,591.0,-33.75,81.25
592.0,592.0,-33.25,81.25
593.0,593.0,-32.75,81.25
594.0,594.0,-32.25,81.25
595.0,595.0,-31.75,81.25
596.0,596.0,-31.25,81.25
597.0,597.0,-30.75,81.25
598.0,598.0,-30.25,81.25
599.0,599.0,-29.75,81.25
600.0,600.0,-29.25,81.25
601.0,601.0,-28.75,81.25
602.0,602.0,-28.25,81.25
603.0,603.0,-27.75,81.25
604.0,604.0,-27.25,81.25
605.0,605.0,-26.75,81.25
606.0,606.0,-26.25,81.25
607.0,607.0,-25.75,81.25
608.0,608.0,-25.25,81.25
609.0,609.0,-24.75,81.25
610.0,610.0,-24.25,81.25
611.0,611.0,-23.75,81.25
612.0,612.0,-23.25,81.25
613.0,613.0,-22.75,81.25
614.0,614.0,-22.25,81.25
615.0,615.0,-21.75,81.25
616.0,616.0,-21.25,81.25
617.0,617.0,-20.75,81.25
618.0,618.0,-20.25,81.25
619.0,619.0,-19.75,81.25
620.0,620.0,-19.25,81.25
621.0,621.0,-18.75,81.25
622.0,622.0,-18.25,81.25
623.0,623.0,-17.75,81.25
624.0,624.0,-17.25,81.25
625.0,625.0,-16.75,81.25
626.0,626.0,-16.25,81.25
627.0,627.0,-15.75,81.25
628.0,628.0,-15.25,81.25
629.0,629.0,-14.75,81.25
630.0,630.0,-14.25,81.25
631.0,631.0,-13.75,81.25
632.0,632.0,-13.25,81.25
633.0,633.0,-12.75,81.25
634.0,634.0,-12.25,81.25
635.0,635.0,-11.75,81.25
636.0,636.0,-11.25,81.25
637.0,637.0,54.75,81.25
638.0,638.0,55.75,81.25
639.0,639.0,56.25,81.25
640.0,640.0,56.75,81.25
641.0,641.0,57.25,81.25
642.0,642.0,57.75,81.25
643.0,643.0,58.25,81.25
644.0,644.0,60.75,81.25
645.0,645.0,61.25,81.25
646.0,646.0,61.75,81.25
647.0,647.0,64.25,81.25
648.0,648.0,64.75,81.25
649.0,649.0,65.25,81.25
650.0,650.0,89.75,81.25
651.0,651.0,90.25,81.25
652.0,652.0,90.75,81.25
653.0,653.0,91.25,81.25
654.0,654.0,94.25,81.25
655.0,655.0,94.75,81.25
656.0,656.0,95.25,81.25
657.0,657.0,95.75,81.25
658.0,658.0,96.25,81.25
659.0,659.0,-96.25,80.75
660.0,660.0,-95.75,80.75
661.0,661.0,-95.25,80.75
662.0,662.0,-94.75,80.75
663.0,663.0,-94.25,80.75
664.0,664.0,-93.75,80.75
665.0,665.0,-93.25,80.75
666.0,666.0,-92.75,80.75
667.0,667.0,-92.25,80.75
668.0,668.0,-91.75,80.75
669.0,669.0,-91.25,80.75
670.0,670.0,-90.75,80.75
671.0,671.0,-89.25,80.75
672.0,672.0,-88.75,80.75
673.0,673.0,-88.25,80.75
674.0,674.0,-87.75,80.75
675.0,675.0,-87.25,80.75
676.0,676.0,-86.75,80.75
677.0,677.0,-86.25,80.75
678.0,678.0,-85.75,80.75
679.0,679.0,-85.25,80.75
680.0,680.0,-84.75,80.75
681.0,681.0,-84.25,80.75
682.0,682.0,-83.75,80.75
683.0,683.0,-83.25,80.75
684.0,684.0,-82.75,80.75
685.0,685.0,-82.25,80.75
686.0,686.0,-81.75,80.75
687.0,687.0,-81.25,80.75
688.0,688.0,-80.75,80.75
689.0,689.0,-80.25,80.75
690.0,690.0,-79.75,80.75
691.0,691.0,-79.25,80.75
692.0,692.0,-78.75,80.75
